gene	neg.1	neg.2	day1.1	day1.2
E1A_r60_3	3.6	5.37	7.16	3.11
NM_003543	319	490	252	435
NM_017708	13.8	25.9	10.8	23.6
NM_198183	149	238	262	445
NM_182620	430	730	463	769
NM_053041	1500	2130	1900	2900
NM_198284	671	897	387	704
NM_152686	333	549	222	546
A_32_P41594	128	177	165	270
NM_015005	11100	16000	16700	20500
AK092078	6.38	6.16	7.35	2.73
A_32_P135489	41.1	67	31.8	57.3
BC014095	1220	1120	1030	1100
THC2411070	37.9	39.5	77.6	28.9
AK127132	387	499	165	277
NM_139067	63100	75700	67900	83000
XM_928443	6.73	2.78	7.86	2.84
A_24_P916876	6.74	2.79	7.88	2.85
NM_002228	9020	9600	7460	8600
NM_152597	28.2	43.5	19.8	43.6
THC2387551	6.7	22.7	7.89	27.5
AB046765	546	711	344	549
A_24_P612921	42.2	67.6	26.9	59.9
A_32_P167723	150	197	118	200
NM_000546	87.7	93.5	78.7	105
NM_012424	346	370	236	491
NM_024770	1470	2180	746	1460
BE709763	66.7	86.3	33	91.1
NM_032805	15400	19200	12600	21100
BX647410	9.84	18.4	7.4	6.86
NM_145178	30.9	39.7	24.6	41.3
NM_001001	42000	62200	21500	63500
AI669361	47.5	57.7	17.9	56.9
D26528	5.78	2.85	7.08	2.92
NM_000557	35.1	64.4	28.8	61.1
NM_005781	4970	7340	5590	7580
NM_174952	5.7	2.86	6.83	2.92
NM_015610	23900	32900	34900	39500
AB020674	310	413	254	225
NM_000352	12.4	19.1	40	14
A_32_P168126	5.12	2.86	6.53	2.92
NM_012344	6.4	2.87	6.46	2.93
NM_006055	303	601	599	970
NM_001002857	18.7	94.9	25.3	101
NM_005124	3720	5450	3500	4470
NM_183045	4.68	8.48	7.69	9.87
NM_005294	4.6	2.88	6.16	2.93
NM_018206	11700	16400	12400	16100
NM_005450	333	412	368	410
AK098031	4.38	2.89	6.03	2.94
NM_000181	10700	14100	14200	17600
A_24_P802562	148	218	94.5	83.8
NM_020924	30	43.7	25.3	32.9
NM_017699	4.11	2.91	5.92	2.96
AL582976	36	38.3	33.6	44.7
A_24_P834646	124	249	242	503
A_32_P120014	34.8	30.7	56.4	30.1
NM_025054	436	407	575	569
NM_016621	168	192	144	164
NM_004776	1560	2220	1530	1850
NM_144583	6.41	10.1	17	21.5
NM_025058	55	70.8	44.9	51
AK097079	3.7	2.98	5.93	3.02
NM_001033553	66.7	94.4	56.5	129
NM_198472	3170	5570	3470	5540
NM_006613	8.72	10.4	6.02	8.84
NM_024101	5.02	4.93	6.05	7.91
NM_001386	39.7	67.3	50.3	87.8
AK024389	622	1020	179	742
NM_002844	4440	7150	6410	11800
NM_017637	212	499	196	429
NM_000930	216	467	304	593
NM_007104	34400	62600	28000	55800
A_32_P212903	314	490	320	476
NM_032406	3.5	3.08	6.46	3.11
THC2349681	3.5	3.09	6.53	3.11
ENST00000370623	4.28	4.96	6.59	3.12
ENST00000217126	735	895	734	862
AK092888	139	284	162	293
NM_017837	240	553	302	672
NM_197947	3.53	3.12	6.87	3.13
ETG09_205211	3.55	3.12	6.93	3.13
NM_003014	3.56	3.28	10.3	3.12
NM_153263	61.6	89.2	66.3	88.1
AL390181	466	775	621	811
AK125884	7.06	10.1	13.8	3.8
NM_030883	3.64	3.13	7.24	3.1
A_24_P913847	41.2	10.3	7.29	4.42
NM_203288	1200	1640	764	1040
NM_033050	3.72	3.12	7.38	3.07
AA432215	10.1	4.38	7.41	3.05
NM_144581	179	313	136	212
NM_018188	5010	6580	4190	4380
A_23_P370707	177	188	149	345
NM_004496	80.4	108	81	158
NM_015264	411	614	384	628
NM_032549	844	1030	646	856
NM_203349	6.53	10	7.55	9.89
NM_130837	1320	2950	851	2490
NM_138707	498	631	258	443
NM_001008225	42.3	58.4	21.6	54
BC052334	1950	3030	2810	4960
NM_003234	11800	20800	8310	15100
NM_007071	23.3	18.3	17.4	18.5
AK074558	38	49.8	33.8	44.2
NM_031295	8740	12100	5860	9230
AK097587	6.67	2.81	7.88	2.88
BC043261	6.63	2.82	7.86	2.89
ENST00000224809	2630	2200	1510	2490
BX648380	317	275	179	271
ENST00000310106	167	189	98.4	164
THC2283359	91.8	155	45.8	118
NM_004745	6.33	2.84	7.59	2.91
BC012026	6.26	11.6	7.52	7.27
NM_006849	26.8	28.2	24.6	59.5
NM_015213	699	796	610	1090
E1A_r60_n11	35800	23700	17400	24100
NM_032882	158	233	182	302
AI467970	117	137	81.9	166
NM_013338	5750	7270	3030	6880
NM_178275	18.1	30.9	22.4	31.3
NM_002712	7070	11800	10400	14200
NM_022066	1550	1810	1350	1600
NM_001018	73800	128000	90200	122000
NM_006366	913	1440	1240	1690
BC040695	150	198	183	207
NM_002955	59.9	58.4	78.3	59.6
NM_052966	119	246	201	298
BM924037	4.89	2.87	6.36	2.93
NM_078474	4110	6290	4410	6620
NM_000021	1490	2490	2230	2760
NM_032735	39	54.1	45.2	50.4
A_32_P145241	1540	4240	2590	3910
NM_003857	16.2	17.7	31.2	25.8
NM_006699	76.8	67.2	78.1	75.9
THC2322212	4.34	2.89	6.01	2.95
NM_005933	6.9	3.68	5.98	4.96
DA351082	4.21	2.9	5.95	2.95
A_32_P223292	97	116	109	115
NR_002224	17	17.7	28.3	18.8
NM_207349	444	518	501	478
NM_133265	36.1	77.9	50.1	98.2
NM_024857	145	212	139	178
NM_001017534	3.88	2.94	5.88	8.88
NM_030784	40.1	61.6	39.2	43.8
A_24_P929926	3.79	2.96	5.89	3
NM_144778	703	1140	775	1300
NM_002838	3.72	2.97	5.92	3.02
NM_152673	177	43.3	159	47.1
AY831680	70.5	65.2	51.8	58.8
A_32_P206917	10.1	14.4	6	19.9
AF086527	39.5	50.2	15.1	47.1
THC2413163	3.59	3.01	6.07	3.06
NM_004004	24.5	46.5	14.2	40.3
NM_000893	3.55	3.03	6.16	3.07
NM_016233	4.02	3.04	6.2	4.79
NM_000528	407	528	405	636
NM_032437	491	734	295	732
AK096853	67.5	84.4	72.4	94.8
ENST00000344320	20	15.2	31.8	26.2
NM_003058	3.51	3.22	6.55	3.11
NM_014938	30.1	44.8	21.9	33.4
NM_021733	15.3	14.6	22.9	41.2
AL834342	25.4	46.3	34.8	33.7
NM_052995	8.5	10.4	18.9	5.11
NM_153325	3.54	3.12	6.83	3.13
ENST00000298129	33.8	51.7	34.7	41
THC2437404	3.57	3.12	12.4	3.13
NM_003650	3.58	3.13	8.53	3.12
NM_024594	277	673	440	739
AA928786	3.62	3.13	7.16	3.12
NM_022107	396	728	512	692
AK023756	335	532	284	525
NM_015975	127	259	158	232
NM_005900	678	1130	865	1180
NM_002502	806	1170	729	946
NM_000267	35.2	44.8	37.9	53.6
NM_198046	893	1790	676	1320
NM_016434	3050	5620	4160	5230
NM_003752	32300	50700	25300	35700
NM_002029	14.7	14	17.6	11.9
NM_004380	370	469	296	513
NM_004286	2360	3600	1610	3300
NM_022351	6.59	2.75	7.7	2.79
ETG10_236652	6.63	2.76	7.78	2.81
AK094156	411	470	195	379
NM_014515	592	1040	706	1050
XM_372630	6.71	2.79	7.9	2.85
XM_063336	19800	38700	16800	36500
NM_001545	10600	17400	7560	11300
NM_014670	14800	23900	10900	18600
A_24_P558034	6.64	18.7	7.88	22.2
AK056032	6.6	16.6	7.84	18.9
NM_001777	66.1	112	64.8	145
AF045583	845	643	674	933
NM_000808	25.3	34.5	36.5	39.6
NM_017694	9.39	10.9	7.81	21.5
NM_000029	6.28	2.84	7.56	2.91
A_23_P123234	2050	3540	1720	3060
NM_139016	1130	1070	719	974
NM_174941	280	555	297	654
NM_178449	107	145	73.4	170
BG218865	5.85	2.84	7.17	2.92
NM_015285	404	671	317	960
NM_018191	26.7	35.5	21.6	37.1
NM_024835	1140	1260	695	1270
NM_004164	5.48	2.85	6.83	2.92
NM_031454	506	780	838	928
NM_001040150	4520	9730	7160	8490
NM_020714	74.9	92.9	75.9	94.7
A_24_P33525	311	542	354	461
NM_002116	2560	3730	5300	5240
NM_000294	2030	3100	2600	3360
NM_016052	1980	3300	1870	2210
NM_014495	4.76	2.87	6.27	2.93
AK127326	2920	5640	4200	5640
NM_021252	2870	4570	4040	5460
AL136621	584	377	598	329
THC2290974	61.5	54.4	57.7	65.7
AK074178	51.9	45.9	37.7	32.5
NM_145173	619	746	791	1040
CR591764	1890	3000	1580	2080
BC015390	7.93	2.9	5.94	5.63
NM_002412	996	1470	1260	1870
AF130079	40.4	47.7	37	45
NM_021101	1190	1980	1230	1780
NM_005838	3.96	11.6	5.88	15.9
NM_001014763	11400	15800	14000	17100
NM_001007553	2720	4480	3220	4320
A_24_P230248	53200	88100	55300	73700
NM_012302	267	494	317	437
NM_000894	390	535	549	734
NM_203315	86.9	130	152	216
BX538303	37.7	66.7	21.2	46.2
AK024169	32.7	48	29.2	37.3
THC2320455	19.1	27	6.01	24.2
U50555	3.6	3.01	6.05	3.05
BX455755	3.7	8.46	6.09	7.8
NM_022370	45.8	67	31.4	65.9
NM_000576	3.55	3.03	6.18	5.38
BC002463	36500	49900	42700	68300
NM_017863	47.2	43.3	33.8	39.7
NM_005732	1700	3010	1150	2510
NM_022787	391	662	273	561
NM_181336	4330	6250	4580	5820
ENST00000378348	17.8	25.5	20.8	24.9
AK090803	101	161	88.9	169
NM_203446	59.3	92.4	63.1	113
NM_014306	3890	6420	3230	5810
NM_016487	338	623	370	637
U12206	99.1	156	92.3	145
NM_001008224	443	874	505	997
NM_016831	135	192	193	224
NM_004441	3.61	3.13	7.07	3.12
AF090933	4.46	3.13	7.13	3.12
BQ071984	207	319	348	474
NM_024622	1220	1920	934	1310
BC033223	127	169	93.8	124
A_24_P211906	3.72	3.13	7.34	3.09
NM_000686	3.75	3.12	7.38	3.07
AK129920	244	385	291	441
A_24_P914797	3.81	3.11	7.43	3.04
NM_024409	26.9	41.1	29.8	33.1
NM_001039383	8.35	3.98	7.45	4.93
A_24_P603453	3.91	4.43	7.44	2.97
NM_018343	1920	2160	977	1610
NM_175908	6.39	19.8	9.21	11.5
NM_003986	6.47	2.93	7.57	2.76
NM_017643	45.8	43.2	22	42.1
NM_016316	141	260	110	266
BX114764	7.11	7.03	7.82	6.64
NM_138817	6.67	2.78	7.87	2.83
NM_003375	5820	16400	7160	13100
THC2413455	6.69	3.55	7.92	5.04
NM_138764	891	1000	1290	1460
THC2281382	6.67	2.81	7.92	2.87
NM_001454	9.58	12.1	7.9	12.6
CR749856	29.8	49.2	29.8	42.3
A_24_P936067	6.56	2.82	7.83	2.89
A_24_P930372	6.51	2.82	7.78	2.9
NM_032558	1010	1320	655	1510
NM_002113	6.38	2.83	7.67	2.91
ENST00000355077	2990	3110	1340	2270
NM_005128	73.6	113	40.5	102
ENST00000383097	12.7	22.9	13.6	17.8
ENST00000323716	1600	2190	1250	2210
A_24_P931053	5.98	2.84	7.29	2.92
NM_007198	372	426	200	370
NM_000648	5.8	2.84	7.12	2.92
A_24_P196019	147	177	75.6	197
NM_003658	9.58	17.4	6.96	18.6
BC011498	75.4	95.7	66.3	129
NM_014649	1610	2710	2050	2330
NM_025145	13.5	3.71	15.4	5.83
NM_014915	289	478	243	393
NM_005532	224	262	310	271
NM_139013	153	256	231	270
E1A_r60_n11	24900	23700	27800	24400
NM_001008741	6880	13300	8620	13200
NM_017744	30.9	65.7	54	56.6
AK128731	754	1580	1200	1880
BC020858	82.8	180	157	205
NM_000439	4.56	2.87	6.14	2.93
ENST00000336283	876	1370	912	1290
NM_007111	114	187	149	177
A_23_P170719	7330	8130	8490	6910
BC001892	1260	1250	1230	1540
BC015588	671	1100	763	1050
NM_019101	64.5	95.2	93.4	117
AK026312	225	470	225	336
NM_152835	138	239	233	327
NM_004101	3.98	2.92	5.88	2.98
AF086214	3.93	2.93	9.06	2.98
NM_004667	588	784	663	846
THC2397265	19.9	28.4	22.7	33.4
E1A_r60_1	198000	214000	210000	209000
NM_080654	3.77	2.96	5.9	3.01
NM_001419	436	829	374	718
NM_000927	119	210	134	303
NM_182751	1170	2250	897	1570
NM_005840	4.22	4.69	5.99	3.76
NM_005679	829	1080	631	1010
THC2345075	157	205	126	231
NM_001606	43.6	76.4	61	121
AJ009771	189	242	99.1	181
AT_T_5	3.55	3.04	6.2	3.08
NM_020946	1200	1950	862	1860
NR_003003	344	531	126	275
NM_022567	263	448	316	424
NM_173495	121	203	81.3	131
NM_004972	113	198	122	268
NM_001030059	491	819	376	659
NM_001964	1220	2570	402	464
A_23_P123234	1940	3670	1750	3070
BC006080	3.55	3.11	14	3.13
AK096957	3.56	3.11	6.83	3.13
NM_080387	3.58	3.12	6.9	3.13
NM_002416	3.59	3.12	6.97	3.13
NM_198580	1150	1690	973	1680
NM_016467	10000	15900	10500	14800
NM_000086	1190	1470	1340	1380
NM_000041	4040	4280	5790	9000
AK026459	41.8	67.3	52.9	65.5
AW856073	3.72	3.13	7.32	3.09
NM_145869	6660	11000	8730	12700
NM_199054	316	328	265	300
AB075516	16.2	17.7	11.3	12.2
NM_001033602	3.84	3.1	7.44	3.03
NM_017819	6880	8630	5410	5330
XM_496798	7.23	13.4	16.2	16.2
ETG10_234183	6.32	2.71	7.41	2.73
NM_001963	6.41	4.35	7.53	2.75
NM_001009881	640	823	437	806
AB073660	6.78	3.38	7.73	3.28
NM_000582	2630	6300	965	1740
BM505503	6.64	5.05	7.86	2.82
NM_001003828	353	413	283	393
NM_181291	311	491	202	353
CR933601	17.3	23.1	18.6	32.9
NM_002785	6.66	2.8	7.93	2.87
NM_001029880	6.64	2.81	7.92	2.88
BC015096	6.61	3.46	7.89	2.88
NM_023083	2000	2400	1730	2200
NM_080797	851	592	641	568
NM_000506	14.8	13.3	7.76	10.1
NM_052813	84.1	103	20	49
NM_024684	2060	2300	2010	4000
NM_032489	43.8	17.7	27.6	17.4
NM_198253	4490	4400	1720	2050
NM_015719	6.1	2.83	7.41	2.91
NM_018136	4290	6440	5700	9830
NM_006417	18.1	24.2	56.8	179
NM_002490	18500	29800	8600	30800
NM_175613	5.74	2.84	7.08	2.92
ENST00000368192	750	820	407	664
BE091362	1390	2240	1390	1960
NM_006718	131	218	66.5	102
ENST00000357303	1480	1830	2520	2940
AF264623	11.6	6.3	8.64	4.98
NM_032900	28.5	35.5	17.8	27.3
NM_001031732	26.9	43.8	25.7	37
NM_016284	1210	1960	1650	1930
NM_004970	20.6	15.6	26.6	14.5
ENST00000301831	8.43	11	11.7	18.4
NM_004200	4.75	2.86	12.2	2.93
A_24_P358578	3800	7330	4340	6500
AF086548	59	42.4	50.6	50.4
ENST00000307214	5.63	2.87	6.11	2.94
BC000922	298	455	338	501
NM_005739	38.2	46.6	48.3	69.4
THC2428014	4.31	5.74	5.99	3.71
NM_032407	18.4	8.89	14.5	9.16
AK092559	333	489	423	549
NM_004486	611	653	590	594
NM_020686	10.9	3.36	21.9	17.4
NM_004241	276	262	283	248
NM_020443	291	361	488	558
NM_138467	2350	2770	2460	2730
NM_001177	2430	3820	2690	3820
A_24_P641742	137000	199000	164000	201000
AK022155	3.79	2.95	5.89	3.01
THC2375723	3.75	2.96	5.91	3.01
NR_002323	5420	6220	4050	5760
BF446608	228	322	93.2	355
NM_003357	57.8	89.3	51.2	91
THC2286831	12.7	9.49	6.01	8.63
ENST00000331979	4650	9050	3860	7760
A_24_P290134	19.1	26.6	15.2	26.1
NM_004505	179	282	173	300
NM_016334	734	1060	603	1090
NM_001701	47.4	24	36.2	17.5
A_32_P160388	3.55	3.05	6.6	3.09
NM_022003	40	38.1	17.8	38.7
NM_016312	1890	2940	1160	2080
AT_D_M	3.54	3.07	6.46	3.11
NM_213651	3250	5910	1150	3370
A_24_P606835	3.54	3.09	6.59	3.12
NM_199420	1090	2150	933	1850
A_32_P41235	63.2	107	53.5	81.5
NM_207323	482	646	511	724
THC2316976	3.87	3.88	6.86	3.13
NM_020853	90.5	166	110	147
XM_926829	3620	6760	3930	6250
NM_004922	490	774	468	582
NM_003679	3.65	3.13	7.13	3.12
NM_022917	1120	2060	476	941
AK123450	134	205	106	148
A_24_P178154	46	87.8	39.5	56.4
NM_003420	171	218	155	173
AF289610	831	1180	748	830
THC2346388	3.81	3.12	7.41	3.06
NM_014637	550	934	473	877
NM_014909	36.5	41.6	36.9	74.4
E1A_r60_a97	6430	5690	3620	5500
AK096566	57.5	54.9	41	52.6
AF011794	363	363	297	378
NM_044472	1330	2930	1390	3440
AF116605	6.44	3.02	7.6	2.76
NM_002740	1670	1880	979	1900
AF130091	607	1020	514	1090
A_24_P914095	12.5	19.4	7.84	16.3
NM_173548	892	1200	620	941
AI937689	21	32.6	20.2	35.2
A_24_P333052	40	60	16.9	41
ENST00000354261	97.6	136	87.9	128
AA527731	6.64	2.8	7.93	2.87
BC064586	21.2	32.6	32	60.4
NM_138711	198	264	316	414
NM_016124	6.53	2.82	7.84	2.89
NM_000989	63900	83500	47000	71100
BC040961	6.42	2.82	7.74	2.9
AL832208	16.9	25	13.8	28.5
NM_019001	453	739	276	702
NM_182634	51.9	82.3	32.3	95.5
NM_003062	3530	5090	3950	7590
ENST00000312785	286	132	187	154
NM_016271	112	137	47.8	137
THC2408798	5.87	11.2	7.21	16.6
NM_001382	1150	1690	432	828
AY358263	5.69	2.84	7.04	2.92
NM_153255	712	340	283	240
THC2296737	5.5	2.84	6.88	2.92
AT_L_5	5.41	2.84	6.79	2.92
NM_006267	451	808	445	696
NM_003879	124	207	177	223
CR596712	129	356	117	203
NM_032364	17.6	21.6	22.6	19.6
NM_153702	50.7	115	80.3	131
NM_007185	41.9	22.1	27.2	22.3
NM_032958	2450	4920	3360	4550
NM_001015053	1140	1430	1710	2180
BI261159	42.8	37.1	37.8	39.7
NM_000579	37.7	48.9	40	41.8
NM_032349	1010	1240	1090	1290
NM_033378	29.2	24	30.6	31.5
NM_007062	26600	40000	24100	30000
THC2279115	576	778	483	659
BC002570	209	251	208	222
NM_024423	4.09	2.9	5.9	2.96
A_24_P920070	10.6	9.96	26.1	6.04
A_24_P229304	134	202	187	160
NM_001917	3.94	2.92	6.38	2.98
BC014606	10.4	8.47	14.5	10.7
AK093640	1800	2270	2190	2560
NM_032336	79	149	80.3	104
NM_015380	4490	7900	3870	5890
AK128835	5.63	2.96	5.91	3.7
NM_032951	16.6	20.8	21.8	56.3
NM_005397	1650	3320	2140	5580
AT_P_3	3.66	2.98	5.99	3.04
THC2308299	4840	10100	3430	7530
NM_021806	304	449	187	413
BC007866	152	241	130	280
NM_003818	534	995	774	1220
NM_174939	3.86	3.03	6.2	3.08
A_24_P367109	4620	6450	3550	6620
NM_003590	22.6	45	16	33.8
NM_212482	675	833	648	1100
AY336979	56.2	51.1	71.3	65.2
NM_002489	21000	36300	18700	38100
AF083118	3.55	3.08	6.56	3.12
AK021889	3.56	3.09	6.62	3.12
NM_031854	23.3	42.7	63.1	41.9
NM_005183	11.2	15.2	8.72	6.48
NM_138791	3.59	4.93	11.1	3.13
NM_016406	2160	2970	1890	3330
NM_019594	12000	16800	8280	14100
THC2301362	65.4	116	111	150
BX640624	3.65	3.38	7.1	3.13
BC002763	118	242	48.1	72.8
XM_929595	22.9	26.4	20.9	32.9
NM_024430	32	54.8	51.4	51.6
A_32_P228290	3.75	7.73	7.32	3.1
AF088026	18.9	22.2	33.5	52.6
NM_003320	15.1	15.5	11.1	13.1
NM_004339	20800	30500	23600	28700
NM_004962	3.88	3.1	7.44	3.04
NM_018638	494	860	494	855
NM_000125	3.94	3.08	7.45	2.99
NM_181877	21.2	36.3	15.2	31.1
XM_928198	2860	4180	1870	3480
NM_147197	6.46	4.37	7.66	2.77
THC2395432	6.52	2.75	7.75	2.79
NM_007218	2180	3120	1380	2430
NM_006566	6.61	6.72	7.88	7.65
XM_929566	6.63	4.42	7.92	2.83
NM_002904	26100	33400	18100	28100
BC031250	80.2	98.3	79.3	119
NM_016475	3700	4890	3650	5640
NM_024596	89.1	108	75.9	93.2
NM_014574	331	542	329	502
CR602867	5360	9530	4480	7520
AB007955	6.49	2.82	7.82	2.89
NM_006969	100	118	89.1	115
ENST00000268714	6.37	2.82	7.71	2.9
NM_001005862	1230	1460	1170	1700
AK000146	6.23	3.25	7.57	2.91
AB037728	6.16	15.6	7.5	8.57
NM_005993	597	1050	482	1230
NM_001497	2570	2850	1980	3100
NM_000301	6.2	5.45	7.26	4.47
A_24_P281447	5.81	2.83	7.17	2.92
NM_032858	5.72	2.83	7.08	2.92
NM_004152	129000	180000	86500	169000
NM_017947	266	502	235	297
THC2276723	41.7	49.5	19.7	39
NM_170693	6.93	2.84	6.75	2.92
NM_001001974	802	1530	631	1220
NM_030568	409	897	467	805
AY358260	5.09	2.84	6.53	2.92
NM_032534	2790	3790	3710	4250
NM_015490	298	633	415	655
THC2342762	4.83	2.85	6.32	2.92
NM_001011537	1590	3360	2640	3790
NM_004165	7140	6780	11400	11200
ENST00000327026	84.7	170	126	169
NM_014793	328	593	380	537
NM_001005	110000	156000	98700	134000
NM_033394	783	1230	1060	1600
NM_016316	233	291	214	247
AY007211	117	112	79.1	55.4
X64985	4.18	2.89	5.93	2.95
NM_025217	243	341	381	517
NM_000908	4.07	2.9	5.89	2.96
NM_145865	4.02	2.91	5.88	2.97
NM_000395	39	45	66.2	36.4
AK021860	449	525	557	490
NM_012467	88500	116000	104000	115000
AK094571	20.6	27.6	27	23
NM_181575	7790	12100	8140	9580
NM_152728	3.76	2.95	5.9	3.01
NM_001011724	32800	61800	17500	50700
ENST00000372604	14.3	25	26.9	65.6
BC071972	3.67	5.44	5.97	8.5
NM_000860	3.65	2.99	6.01	3.04
NM_018268	651	1200	542	1300
AK096990	108	141	88.5	143
NM_005211	14.2	9.98	8.52	17.9
XM_926222	3.58	3.02	6.17	3.08
NM_003427	621	894	562	998
NM_019007	3210	4440	2600	5150
NM_018141	3140	5930	2620	4920
NM_000458	7.19	19.6	15.3	13.1
THC2354354	3.56	3.07	12.4	3.28
NM_019052	3620	4880	4090	5960
A_32_P39691	3.56	3.08	6.6	3.12
NM_015107	2030	3150	1570	2170
NegativeControl	3.58	3.1	6.72	3.13
NM_022770	152	259	151	226
AA887631	25.3	39.7	26.9	27.2
ENST00000379841	8.84	18.3	6.93	3.14
NM_002483	3.64	3.12	7	3.13
NM_004491	31.5	52.5	33	57.1
AT_ssH_GD_3	106	170	69.8	163
NM_178569	7.47	9.53	89.7	6.31
NM_024600	14.9	5.98	7.25	6.68
BC022493	3.75	10.5	7.3	3.11
AT_P_5	3.78	3.12	7.34	3.09
NM_205836	471	746	530	754
ENST00000304601	35.6	50.9	32.9	52.3
NM_020630	3.88	3.11	7.44	3.05
THC2378378	178	231	155	203
NM_080604	1390	1530	1250	1200
NegativeControl	3.98	3.08	7.45	2.98
NM_031465	1740	2660	839	2200
NM_004759	1360	1910	1030	1510
AF233648	6.41	8.96	7.62	8.75
NM_175623	150	146	92.3	134
NM_006654	60.2	79.8	42.8	68.6
NM_144658	100	166	173	323
NM_002354	9.85	18.3	21.5	38.7
NM_000761	343	1540	447	1250
NM_207334	204	258	231	283
AF191687	6.62	2.79	7.96	2.86
NM_206914	154	221	109	180
NM_024708	139	176	111	161
A_24_P565540	8.02	19.3	7.89	20.4
NM_001198	24.2	74.4	7.85	24.8
NM_003047	192	242	177	292
NM_002804	9690	13500	8090	14000
NM_000338	6.33	6.02	7.68	4.54
BC009111	595	613	338	470
NM_005163	477	807	499	867
NM_016362	19.1	21.3	7.46	21.9
NM_017553	3950	4060	2350	3400
NM_007190	177	311	108	270
AK074181	16.9	9.55	21.5	46.6
BC062753	900	1210	959	1270
NM_145270	512	714	394	706
AF318344	5.58	2.83	6.96	2.92
NM_004346	5190	8270	3560	8110
AB020648	59.1	155	57.6	147
NM_002807	2680	4560	3040	4140
NM_004687	27.7	64.2	42	58.7
NM_017870	9930	19900	16900	24600
NM_012064	12.3	11.8	10.9	14.4
NM_174963	6.28	18.3	28.2	26.8
NM_018061	264	443	268	331
NM_015921	30900	39500	37800	48100
NM_080792	89.9	108	188	188
NM_182566	236	240	335	332
NM_006028	4.55	2.86	6.13	2.93
THC2309459	1140	1870	1420	1980
A_24_P872359	172	219	180	234
NM_152348	7290	8280	6710	7550
NM_138456	161	191	142	116
NM_173571	5.24	4.96	5.94	3.8
NM_002897	17.3	26.7	7.54	17.9
NM_006088	15000	21600	19600	27200
AF318321	94.6	55.8	76.9	65.6
NM_000217	3.99	2.91	5.88	2.97
NM_003760	48.6	49.8	44.4	44.9
THC2415368	43.7	72.4	50.1	71.8
AK054806	4.98	7.52	5.87	7.08
NM_000617	586	900	752	990
NM_144685	3.78	2.94	5.89	3.01
AF116718	27.1	37.7	16.8	30.3
AB045831	44.3	30.8	29.1	29.5
AT_W_3	3.69	2.97	5.96	3.03
NM_014639	63	83.3	31.8	85.1
NM_014160	743	1200	468	917
NM_002568	82400	129000	55700	108000
THC2281660	113	120	132	151
NM_031941	3.6	3.02	6.15	3.07
NM_003162	50.5	66.4	44.3	77
NM_005039	3.58	3.03	6.25	3.09
A_24_P560088	3.57	3.04	6.3	3.1
A_24_P928467	3.57	3.05	6.36	3.1
NM_016613	59.6	135	44	144
AK094407	37.6	69.4	32.7	70.9
NM_002116	4350	6220	3780	7850
NM_006141	645	1180	512	1310
AK090761	8.63	9.93	6.69	7.19
NM_020654	9.92	25.5	10.3	25.4
CR600536	96.2	168	99.1	203
NM_181605	58.6	94.1	65.1	72.3
BM475547	72.6	96.6	38.2	46.5
A_32_P198552	12.2	21	15.8	14.5
NM_016282	142	253	143	245
NM_003847	125	161	138	207
AF161558	3.73	3.83	7.22	3.12
NM_003636	16.7	18.5	24	31.3
NM_138296	45.3	57.3	50.9	57.3
THC2284074	31.4	50.7	44.6	59.5
AK096419	3.84	3.12	7.4	3.08
NM_002332	19.1	20.1	25.2	34.8
NM_000089	5.38	3.1	7.45	3.44
NM_012384	560	666	538	594
NM_005417	200	139	275	173
BC028842	14.1	28.3	9.14	28.7
NM_006277	214	346	258	391
NM_002492	1280	2290	1080	2170
ENST00000369303	15.2	10.6	7.77	8.05
NR_002229	154	256	159	290
A_24_P306355	19100	23100	17200	21700
NM_001500	256	648	343	612
NM_030641	6.61	8.04	7.96	12.5
NM_001874	1990	3590	1440	2660
A_24_P84482	416	507	365	470
AK124344	31.5	53.5	27.4	60.2
AK055470	6.55	2.81	7.92	2.88
NM_017565	6.51	2.81	7.88	2.89
NM_018436	6.46	2.81	7.83	2.89
A_24_P944275	6.41	2.82	7.78	2.9
NM_013259	6.35	3.2	7.72	3.92
NM_152783	5470	6970	3850	6810
NM_153693	86.6	83.4	38.8	63.2
NM_000095	98.6	135	70.1	204
NM_032809	595	622	573	735
ETG09_35454	5.97	2.83	7.34	2.91
AK090515	261	283	253	468
AK098307	12.9	27.1	7.17	24
NM_002133	91200	34100	127000	108000
NM_018178	412	429	381	496
BC030568	20300	37300	10500	35000
A_23_P395321	5.43	8.24	6.83	2.92
NM_003842	4390	6340	5910	6740
NM_018571	191	381	273	476
NM_001638	5.16	2.84	6.6	2.92
AF462442	4330	7460	4270	5680
NM_198053	11.5	24	14.2	24.3
BX444107	4.9	2.84	6.39	2.92
NM_033196	4.82	5.17	6.32	9.3
AK056484	4.74	2.85	6.26	2.92
NM_194247	1220	2220	1090	1690
NM_080425	34700	50400	49700	62500
NM_148960	4.51	6.47	6.11	4.44
NM_001039876	210	216	188	243
XM_087499	28700	47500	28600	43200
THC2312585	1610	2620	2540	3830
AK024487	22100	31700	17200	21300
BC048985	16.3	28.9	15.3	13.8
CR597270	651	1090	1040	1700
NM_014994	673	680	706	736
NM_015978	4.02	2.9	5.88	2.97
NM_002318	6740	11700	15800	23600
THC2315497	3.93	2.91	5.87	2.98
THC2406182	380	654	288	443
NM_012300	257	285	259	276
BC040874	32.5	38.2	21.5	34.7
